,Directory,Filename,Creation,Lot_No
560,F:\APPS\CofA,ICP-163@CP-1909.pdf,2016-04-22 09:41:02.113507,ICP-163
561,F:\APPS\CofA,ICP-163@CR-0860.pdf,2017-03-02 11:54:23.325371,ICP-163
562,F:\APPS\CofA,ICP-163@CR-5011.pdf,2017-11-02 08:33:27.272428,ICP-163
563,F:\APPS\CofA,ICP-163@CS-4741.pdf,2018-09-26 12:34:54.125260,ICP-163
564,F:\APPS\CofA,ICP-163@H00009A.pdf,2015-04-29 07:28:40.153805,ICP-163
565,F:\APPS\CofA,ICP-163@IH-1268Z.pdf,2015-04-29 07:29:45.805205,ICP-163
566,F:\APPS\CofA,ICP-163@L00019.pdf,2015-04-29 07:30:13.466005,ICP-163
567,F:\APPS\CofA,ICP-163@L00959.pdf,2015-04-29 07:30:44.184405,ICP-163
568,F:\APPS\CofA,ICP-163@P00015.pdf,2015-04-29 07:31:53.527405,ICP-163
569,F:\APPS\CofA,ICP-163@P00286.pdf,2015-04-29 07:32:50.953005,ICP-163
570,F:\APPS\CofA,ICP-163@P00861.pdf,2015-04-29 07:33:49.391605,ICP-163
571,F:\APPS\CofA,ICP-163@P01154.pdf,2015-04-29 07:34:22.527005,ICP-163
572,F:\APPS\CofA,ICP-163@P01211.pdf,2015-04-29 07:35:39.202005,ICP-163
573,F:\APPS\CofA,IAA-264@D00218Z.pdf,2015-03-26 14:26:31.844822,IAA-264
574,F:\APPS\CofA,IAA-264@L00873.pdf,2015-03-26 14:27:10.548422,IAA-264
575,F:\APPS\CofA,IAA-264@N082979.pdf,2017-11-29 13:15:25.732667,IAA-264
576,F:\APPS\CofA,IAA-264@N083489.pdf,2018-09-06 07:22:44.796381,IAA-264
577,F:\APPS\CofA,IAA-064@H00133A.pdf,2015-03-24 15:52:16.387839,IAA-064
578,F:\APPS\CofA,IAA-064@K01127.pdf,2015-03-24 15:53:05.793039,IAA-064
579,F:\APPS\CofA,IAA-064@N081722.pdf,2016-03-07 14:41:02.453724,IAA-064
580,F:\APPS\CofA,ICP-064@CL-3577.pdf,2015-04-21 13:11:01.899656,ICP-064
581,F:\APPS\CofA,ICP-064@CM-0286.pdf,2015-03-20 11:39:33.757593,ICP-064
582,F:\APPS\CofA,ICP-064@CP-4839.pdf,2016-09-23 13:43:37.975000,ICP-064
583,F:\APPS\CofA,ICP-064@CS-0315.pdf,2018-01-24 12:54:16.799480,ICP-064
584,F:\APPS\CofA,ICP-064@D00218Z.pdf,2015-04-21 13:10:00.857545,ICP-064
585,F:\APPS\CofA,ICP-064@H00843.pdf,2015-04-21 13:10:45.584745,ICP-064
586,F:\APPS\CofA,ICP-064@K00920.pdf,2015-04-21 13:12:05.843345,ICP-064
587,F:\APPS\CofA,ICP-064@L00873.pdf,2015-04-21 13:13:10.273345,ICP-064
588,F:\APPS\CofA,ICP-064@P01323.pdf,2015-04-21 13:13:52.036545,ICP-064
589,F:\APPS\CofA,ICP-064@T00470.pdf,2015-04-21 13:11:26.805906,ICP-064
590,F:\APPS\CofA,ICP-164@CS-0102.pdf,2018-01-16 14:04:37.980931,ICP-164
591,F:\APPS\CofA,ICP-164@H00133A.pdf,2015-04-29 07:36:28.639805,ICP-164
592,F:\APPS\CofA,ICP-164@K01127.pdf,2015-04-29 07:37:14.551605,ICP-164
593,F:\APPS\CofA,IAA-231@0006477937.pdf,2019-07-02 10:24:56.600564,IAA-231
594,F:\APPS\CofA,IAA-231@G00462A.pdf,2015-03-25 16:31:02.667710,IAA-231
595,F:\APPS\CofA,IAA-231@L00859.pdf,2015-03-25 16:33:08.077070,IAA-231
596,F:\APPS\CofA,IAA-231@M00854.pdf,2015-03-25 16:33:57.716588,IAA-231
597,F:\APPS\CofA,IAA-231@N082265.pdf,2017-01-12 11:19:57.940004,IAA-231
598,F:\APPS\CofA,ICP-031@0006477750.pdf,2019-07-08 08:53:08.746849,ICP-031
599,F:\APPS\CofA,ICP-031@CL-2879.pdf,2015-03-11 15:19:05.803284,ICP-031
600,F:\APPS\CofA,ICP-031@CM-6089.pdf,2015-11-30 14:39:32.357157,ICP-031
601,F:\APPS\CofA,ICP-031@CR-3724.pdf,2017-08-18 07:34:38.351562,ICP-031
602,F:\APPS\CofA,ICP-031@G00462A.pdf,2015-04-09 15:13:33.995693,ICP-031
603,F:\APPS\CofA,ICP-031@J00340.pdf,2015-04-09 16:42:31.245045,ICP-031
604,F:\APPS\CofA,ICP-031@K00042.pdf,2015-04-09 16:43:10.073694,ICP-031
605,F:\APPS\CofA,ICP-031@K01033.pdf,2015-04-09 16:43:44.863522,ICP-031
606,F:\APPS\CofA,ICP-031@L00859.pdf,2015-04-09 16:44:23.707771,ICP-031
607,F:\APPS\CofA,ICP-031@M00854.pdf,2015-04-09 16:44:59.572401,ICP-031
608,F:\APPS\CofA,ICP-131@0006480484.pdf,2019-08-05 10:04:04.432052,ICP-131
609,F:\APPS\CofA,ICP-131@CL-3040.pdf,2015-04-28 13:33:27.534700,ICP-131
610,F:\APPS\CofA,ICP-131@CM-6430.pdf,2016-11-22 15:13:03.458833,ICP-131
611,F:\APPS\CofA,ICP-131@CP-0789.pdf,2016-02-24 14:20:19.575028,ICP-131
612,F:\APPS\CofA,ICP-131@G00491A.pdf,2015-04-28 13:32:29.197206,ICP-131
613,F:\APPS\CofA,ICP-131@G00819A.pdf,2015-04-28 13:33:10.623206,ICP-131
614,F:\APPS\CofA,ICP-131@K00313.pdf,2015-04-28 13:34:20.181206,ICP-131
615,F:\APPS\CofA,ICP-131@L00405.pdf,2015-04-28 13:35:54.357806,ICP-131
616,F:\APPS\CofA,ICP-131@M00147.pdf,2015-04-28 13:36:27.500206,ICP-131
617,F:\APPS\CofA,ICP-131@M00925.pdf,2015-04-28 13:36:58.581406,ICP-131
618,F:\APPS\CofA,ICP-131@M01070.pdf,2015-04-28 13:37:38.621006,ICP-131
619,F:\APPS\CofA,ICP-131@P00402.pdf,2015-04-28 13:38:12.174206,ICP-131
620,F:\APPS\CofA,ICP-131@T00270.pdf,2015-04-28 13:33:39.066171,ICP-131
621,F:\APPS\CofA,IAA-232@0006509621.pdf,2019-12-13 08:29:31.452999,IAA-232
622,F:\APPS\CofA,IAA-232@F00784Z.pdf,2015-03-25 16:34:50.257725,IAA-232
623,F:\APPS\CofA,IAA-232@J00081.pdf,2015-03-25 16:35:38.914436,IAA-232
624,F:\APPS\CofA,IAA-232@L00466.pdf,2015-03-25 16:36:15.652672,IAA-232
625,F:\APPS\CofA,IAA-232@N082267.pdf,2017-01-12 11:19:35.378500,IAA-232
626,F:\APPS\CofA,IAA-032@F00775Z.pdf,2015-03-24 10:41:39.226213,IAA-032
627,F:\APPS\CofA,IAA-032@K00735.pdf,2015-03-24 10:42:31.563229,IAA-032
628,F:\APPS\CofA,IAA-032@M01180.pdf,2015-08-04 12:37:33.731870,IAA-032
629,F:\APPS\CofA,IAA-032@N083022.pdf,2017-12-22 11:20:41.324066,IAA-032
630,F:\APPS\CofA,ICP-032@0006507389.pdf,2019-12-09 12:47:00.371493,ICP-032
631,F:\APPS\CofA,ICP-032@CM-0846.pdf,2015-03-18 09:24:40.871948,ICP-032
632,F:\APPS\CofA,ICP-032@CR-3167.pdf,2017-07-12 07:43:49.063977,ICP-032
633,F:\APPS\CofA,ICP-032@K00772.pdf,2015-04-14 16:43:07.516541,ICP-032
634,F:\APPS\CofA,ICP-032@L00466.pdf,2015-04-14 16:43:57.937418,ICP-032
635,F:\APPS\CofA,ICP-032@M00245.pdf,2016-12-07 09:45:39.485306,ICP-032
636,F:\APPS\CofA,ICP-032@M01174.pdf,2015-04-14 16:45:46.248523,ICP-032
637,F:\APPS\CofA,ICP-132@CR-1772.pdf,2017-04-19 14:19:48.233627,ICP-132
638,F:\APPS\CofA,ICP-132@CR-3127.pdf,2017-07-07 06:52:09.357772,ICP-132
639,F:\APPS\CofA,ICP-132@CS-5418.pdf,2018-11-07 12:35:28.449956,ICP-132
640,F:\APPS\CofA,ICP-132@K00735.pdf,2015-04-28 13:41:00.727406,ICP-132
641,F:\APPS\CofA,ICP-132@M00200.pdf,2015-04-28 13:41:41.395406,ICP-132
642,F:\APPS\CofA,ICP-132@M01180.pdf,2015-04-28 13:42:19.060806,ICP-132
643,F:\APPS\CofA,IAA-279@CM-2776.pdf,2015-05-29 10:36:14.283671,IAA-279
644,F:\APPS\CofA,IAA-279@J00506.pdf,2015-03-26 15:11:49.859225,IAA-279
645,F:\APPS\CofA,IAA-279@K00314.pdf,2015-03-26 15:12:34.709224,IAA-279
646,F:\APPS\CofA,IAA-279@K00628.pdf,2015-03-26 15:13:19.668425,IAA-279
647,F:\APPS\CofA,IAA-279@L00344.pdf,2015-03-26 15:13:55.002424,IAA-279
648,F:\APPS\CofA,IAA-279@L00881.pdf,2015-03-26 15:14:41.911624,IAA-279
649,F:\APPS\CofA,IAA-279@L00882.pdf,2015-03-26 15:16:25.604825,IAA-279
650,F:\APPS\CofA,IAA-279@M01175.pdf,2015-03-26 15:18:08.736424,IAA-279
651,F:\APPS\CofA,IAA-279@P00289.pdf,2015-03-26 15:19:18.318825,IAA-279
652,F:\APPS\CofA,IAA-279@P00924.pdf,2015-03-26 15:22:51.644595,IAA-279
653,F:\APPS\CofA,IAA-279@R00108.pdf,2015-03-26 15:10:35.102434,IAA-279
654,F:\APPS\CofA,IAA-279@T00017.pdf,2015-03-26 15:10:47.274231,IAA-279
655,F:\APPS\CofA,IAA-279@T00630.pdf,2015-03-26 15:11:01.117893,IAA-279
656,F:\APPS\CofA,ICP-079@0006479330.pdf,2019-07-24 06:57:21.508143,ICP-079
657,F:\APPS\CofA,ICP-079@0006481856.pdf,2019-08-09 07:20:05.123973,ICP-079
658,F:\APPS\CofA,ICP-079@CP-4051.pdf,2016-08-12 10:58:50.259147,ICP-079
659,F:\APPS\CofA,ICP-079@CS-0346.pdf,2018-01-25 12:41:16.882091,ICP-079
660,F:\APPS\CofA,ICP-079@G00557A.pdf,2015-04-21 16:55:14.839900,ICP-079
661,F:\APPS\CofA,ICP-079@J00506.pdf,2015-04-21 16:56:20.027300,ICP-079
662,F:\APPS\CofA,ICP-079@K00314.pdf,2015-04-21 16:56:50.854900,ICP-079
663,F:\APPS\CofA,ICP-079@K00628.pdf,2015-04-21 16:57:37.235700,ICP-079
664,F:\APPS\CofA,ICP-079@L00344.pdf,2015-04-21 16:58:25.020500,ICP-079
665,F:\APPS\CofA,ICP-079@L00881.pdf,2015-04-21 16:58:52.602300,ICP-079
666,F:\APPS\CofA,ICP-079@L00882.pdf,2015-04-21 16:59:26.284700,ICP-079
667,F:\APPS\CofA,ICP-079@L01322.pdf,2015-04-21 16:59:53.742700,ICP-079
668,F:\APPS\CofA,ICP-079@M01175.pdf,2015-04-21 17:00:26.551500,ICP-079
669,F:\APPS\CofA,ICP-079@P00289.pdf,2015-04-21 17:00:54.772900,ICP-079
670,F:\APPS\CofA,ICP-079@P00714.pdf,2015-04-21 17:01:23.540300,ICP-079
671,F:\APPS\CofA,ICP-079@P00924.pdf,2015-04-21 17:01:56.239900,ICP-079
672,F:\APPS\CofA,ICP-079@R00108.pdf,2017-10-18 14:48:59.481683,ICP-079
673,F:\APPS\CofA,ICP-079@T00531.pdf,2015-04-24 13:38:07.157000,ICP-079
674,F:\APPS\CofA,ICP-079@T00630.pdf,2015-03-18 09:36:14.212272,ICP-079
675,F:\APPS\CofA,ICP-179@0006483060.pdf,2019-08-09 08:31:27.413161,ICP-179
676,F:\APPS\CofA,ICP-179@CM-1957.pdf,2015-04-20 14:27:35.267987,ICP-179
677,F:\APPS\CofA,ICP-179@CM-4610.pdf,2015-08-28 11:07:38.307346,ICP-179
678,F:\APPS\CofA,ICP-179@CS-0101.pdf,2018-01-16 14:05:32.310099,ICP-179
679,F:\APPS\CofA,ICP-179@F00319Z.pdf,2015-05-06 11:49:07.318346,ICP-179
680,F:\APPS\CofA,ICP-179@G00444A.pdf,2015-05-06 11:49:48.449945,ICP-179
681,F:\APPS\CofA,ICP-179@H00820A.pdf,2015-05-06 11:50:45.513145,ICP-179
682,F:\APPS\CofA,ICP-179@L00306.pdf,2015-05-06 11:51:58.801745,ICP-179
683,F:\APPS\CofA,ICP-179@M00487.pdf,2015-05-06 11:52:35.885345,ICP-179
684,F:\APPS\CofA,ICP-179@M00926.pdf,2015-05-06 11:53:13.833545,ICP-179
685,F:\APPS\CofA,ICP-179@M01071.pdf,2015-05-06 11:53:56.605145,ICP-179
686,F:\APPS\CofA,ICP-179@P00831.pdf,2015-05-06 11:55:47.840345,ICP-179
687,F:\APPS\CofA,ICP-179@T00614.pdf,2015-03-17 16:49:47.344999,ICP-179
688,F:\APPS\CofA,ICP-379@AU-00034.pdf,2015-04-28 10:12:04.068000,ICP-379
689,F:\APPS\CofA,ICP-379@AU-01094.pdf,2018-04-24 12:41:42.647597,ICP-379
690,F:\APPS\CofA,ICP-479@0006488362.pdf,2019-09-20 17:01:16.294125,ICP-479
691,F:\APPS\CofA,ICP-479@AU-01092.pdf,2016-12-19 09:01:37.658000,ICP-479
692,F:\APPS\CofA,ICP-479@AU-01205.pdf,2017-12-12 11:28:51.176306,ICP-479
693,F:\APPS\CofA,ICP-479@AU-01286.pdf,2018-07-31 17:53:25.612589,ICP-479
694,F:\APPS\CofA,ICP-072@0006512749.pdf,2020-01-13 08:18:42.967823,ICP-072
695,F:\APPS\CofA,ICP-072@CL-2939.pdf,2015-04-21 16:36:24.946531,ICP-072
696,F:\APPS\CofA,ICP-072@CR-1726.pdf,2017-04-26 12:24:42.588959,ICP-072
697,F:\APPS\CofA,ICP-072@CS-0670.pdf,2018-02-14 14:50:41.116110,ICP-072
698,F:\APPS\CofA,ICP-072@G00802A.pdf,2015-04-21 16:35:16.831100,ICP-072
699,F:\APPS\CofA,ICP-072@H00641A.pdf,2015-04-21 16:36:07.564300,ICP-072
700,F:\APPS\CofA,ICP-072@K00460.pdf,2015-04-21 16:37:02.703100,ICP-072
701,F:\APPS\CofA,ICP-072@L00044.pdf,2015-04-21 16:37:43.717500,ICP-072
702,F:\APPS\CofA,ICP-172@CS-1546.pdf,2018-04-03 08:53:31.373421,ICP-172
703,F:\APPS\CofA,ICP-172@H00778A.pdf,2015-05-06 11:22:08.868946,ICP-172
704,F:\APPS\CofA,ICP-172@L00307.pdf,2015-05-06 11:23:05.541545,ICP-172
705,F:\APPS\CofA,ICP-172@R00105.pdf,2015-05-06 11:23:41.591546,ICP-172
706,F:\APPS\CofA,ICP-024A@0006506973.pdf,2019-12-05 14:08:19.013880,ICP-024A
707,F:\APPS\CofA,ICP-024A@CM-4297.pdf,2015-09-10 12:12:31.617669,ICP-024A
708,F:\APPS\CofA,ICP-024A@CR-1077.pdf,2017-03-13 12:29:37.496509,ICP-024A
709,F:\APPS\CofA,ICP-024A@CR-6004.pdf,2017-12-28 14:25:02.571095,ICP-024A
710,F:\APPS\CofA,ICP-024A@J00509.pdf,2015-03-13 10:35:48.628673,ICP-024A
711,F:\APPS\CofA,ICP-024A@K00741.pdf,2015-04-09 14:26:37.322373,ICP-024A
712,F:\APPS\CofA,ICP-024A@K01054.pdf,2015-04-09 14:27:31.236319,ICP-024A
713,F:\APPS\CofA,ICP-024A@L00439.pdf,2015-04-09 14:29:42.926041,ICP-024A
714,F:\APPS\CofA,ICP-024A@P00986.pdf,2015-04-09 14:30:53.152903,ICP-024A
715,F:\APPS\CofA,ICP-024A@R01215.pdf,2014-09-19 10:27:26.963767,ICP-024A
716,F:\APPS\CofA,ICP-324A@0006453463.pdf,2019-04-03 16:47:41.843000,ICP-324A
717,F:\APPS\CofA,ICP-324A@0006480284.pdf,2019-08-16 15:42:58.403000,ICP-324A
718,F:\APPS\CofA,ICP-324A@AU-00689.pdf,2017-10-18 12:02:23.864738,ICP-324A
719,F:\APPS\CofA,ICP-424A@AU-00841.pdf,2015-04-10 16:26:36.580059,ICP-424A
720,F:\APPS\CofA,ICP-424A@AU-00940.pdf,2015-11-05 15:14:45.932675,ICP-424A
721,F:\APPS\CofA,ICP-424A@AU-01090.pdf,2016-11-22 15:36:04.757764,ICP-424A
722,F:\APPS\CofA,ICP-424A@AU-01125.pdf,2017-03-16 17:12:33.593681,ICP-424A
723,F:\APPS\CofA,ICP-424A@AU-01249.pdf,2018-04-20 11:56:13.357262,ICP-424A
724,F:\APPS\CofA,IAA-267@G00200A.pdf,2015-03-26 14:30:49.051222,IAA-267
725,F:\APPS\CofA,IAA-267@J00339.pdf,2015-03-26 14:34:46.845222,IAA-267
726,F:\APPS\CofA,IAA-267@K00921.pdf,2015-03-26 14:37:11.114022,IAA-267
727,F:\APPS\CofA,IAA-267@P01233.pdf,2015-03-26 14:43:51.544422,IAA-267
728,F:\APPS\CofA,IAA-267@R00641.pdf,2015-03-26 14:33:49.866548,IAA-267
729,F:\APPS\CofA,ICP-067@CL-4521.pdf,2014-11-10 16:27:36.926596,ICP-067
730,F:\APPS\CofA,ICP-067@CS-0942.pdf,2018-03-01 14:32:50.263848,ICP-067
731,F:\APPS\CofA,ICP-067@G00200A.pdf,2015-04-21 13:25:39.486345,ICP-067
732,F:\APPS\CofA,ICP-067@J00339.pdf,2015-04-21 13:27:00.235545,ICP-067
733,F:\APPS\CofA,ICP-067@J01215.pdf,2015-04-21 13:28:09.547345,ICP-067
734,F:\APPS\CofA,ICP-067@K00921.pdf,2015-04-21 13:28:51.326145,ICP-067
735,F:\APPS\CofA,ICP-067@P01233.pdf,2015-04-21 13:29:59.578145,ICP-067
736,F:\APPS\CofA,ICP-067@R00641.pdf,2015-03-17 10:38:19.414086,ICP-067
737,F:\APPS\CofA,ICP-167@CM-1871.pdf,2015-04-15 09:43:41.227495,ICP-167
738,F:\APPS\CofA,ICP-167@G00097A.pdf,2015-04-29 07:43:46.024823,ICP-167
739,F:\APPS\CofA,ICP-167@G00211A.pdf,2015-04-29 07:45:11.372782,ICP-167
740,F:\APPS\CofA,IAA-249@J00055.pdf,2015-03-26 13:16:30.924043,IAA-249
741,F:\APPS\CofA,IAA-249@K00128.pdf,2015-03-26 13:17:07.989881,IAA-249
742,F:\APPS\CofA,IAA-249@K00919.pdf,2015-03-26 13:17:48.487576,IAA-249
743,F:\APPS\CofA,IAA-249@K01137.pdf,2015-03-26 13:18:27.861976,IAA-249
744,F:\APPS\CofA,IAA-249@L00990.pdf,2015-03-26 13:19:04.404376,IAA-249
745,F:\APPS\CofA,IAA-249@M00165.pdf,2015-03-26 13:19:42.125176,IAA-249
746,F:\APPS\CofA,IAA-249@N081464.pdf,2015-11-20 11:58:08.100371,IAA-249
747,F:\APPS\CofA,IAA-249@N082429.pdf,2017-03-13 14:58:03.275836,IAA-249
748,F:\APPS\CofA,IAA-249@N083749.pdf,2019-02-06 09:22:06.317687,IAA-249
749,F:\APPS\CofA,ICP-049@0006512327.pdf,2020-01-14 08:34:16.820477,ICP-049
750,F:\APPS\CofA,ICP-049@CM-1655.pdf,2015-04-07 13:13:02.854092,ICP-049
751,F:\APPS\CofA,ICP-049@CP-5774.pdf,2016-11-23 12:47:30.588299,ICP-049
752,F:\APPS\CofA,ICP-049@CR-3812.pdf,2017-08-22 09:17:45.073624,ICP-049
753,F:\APPS\CofA,ICP-049@CS-6387.pdf,2019-01-07 10:02:39.940411,ICP-049
754,F:\APPS\CofA,ICP-049@G00049A.pdf,2015-04-17 08:40:01.180989,ICP-049
755,F:\APPS\CofA,ICP-049@J00597.pdf,2015-04-16 10:27:52.412192,ICP-049
756,F:\APPS\CofA,ICP-049@K00128.pdf,2015-04-16 10:28:27.091992,ICP-049
757,F:\APPS\CofA,ICP-049@K00919.pdf,2015-04-16 10:28:54.767392,ICP-049
758,F:\APPS\CofA,ICP-049@K01137.pdf,2015-04-16 10:31:11.378592,ICP-049
759,F:\APPS\CofA,ICP-049@L00990.pdf,2015-04-16 10:32:48.194192,ICP-049
760,F:\APPS\CofA,ICP-049@M00165.pdf,2015-04-16 10:33:19.129992,ICP-049
761,F:\APPS\CofA,ICP-049@R00677.pdf,2015-03-11 15:20:00.796784,ICP-049
762,F:\APPS\CofA,ICP-149@CM-1623.pdf,2015-04-28 17:17:29.009331,ICP-149
763,F:\APPS\CofA,ICP-149@CM-2989.pdf,2015-05-29 14:24:47.068022,ICP-149
764,F:\APPS\CofA,ICP-149@CP-5990.pdf,2017-01-13 15:31:44.292870,ICP-149
765,F:\APPS\CofA,ICP-149@CR-5812.pdf,2017-12-15 14:23:22.384258,ICP-149
766,F:\APPS\CofA,ICP-149@J00689.pdf,2015-04-28 17:18:14.437346,ICP-149
767,F:\APPS\CofA,ICP-149@K01125.pdf,2015-04-28 17:20:26.990146,ICP-149
768,F:\APPS\CofA,ICP-149@L00958.pdf,2015-04-28 17:21:16.330546,ICP-149
769,F:\APPS\CofA,ICP-149@M00150.pdf,2015-04-28 17:21:41.702146,ICP-149
770,F:\APPS\CofA,ICP-149@M00486.pdf,2015-04-28 17:22:07.946346,ICP-149
771,F:\APPS\CofA,ICP-149@P00509.pdf,2015-04-28 17:22:34.191546,ICP-149
772,F:\APPS\CofA,ICP-149@T00624.pdf,2015-04-28 17:17:43.024956,ICP-149
773,F:\APPS\CofA,IAA-277@0006501944.pdf,2019-11-05 13:45:33.429871,IAA-277
774,F:\APPS\CofA,IAA-277@F00194Z.pdf,2015-03-26 15:02:36.751409,IAA-277
775,F:\APPS\CofA,IAA-277@J00505.pdf,2015-03-26 15:03:43.224287,IAA-277
776,F:\APPS\CofA,IAA-277@L00755.pdf,2015-03-26 15:04:32.443213,IAA-277
777,F:\APPS\CofA,IAA-277@N081465.pdf,2015-11-23 08:52:01.654490,IAA-277
778,F:\APPS\CofA,IAA-277@N081546.pdf,2015-12-28 13:53:59.946597,IAA-277
779,F:\APPS\CofA,ICP-077@0006494848.pdf,2019-10-09 10:45:22.214997,ICP-077
780,F:\APPS\CofA,ICP-077@CM-6248.pdf,2015-12-10 12:06:53.967603,ICP-077
781,F:\APPS\CofA,ICP-077@CR-2125.pdf,2017-05-09 12:43:59.252391,ICP-077
782,F:\APPS\CofA,ICP-077@J00505.pdf,2015-04-21 16:48:58.352700,ICP-077
783,F:\APPS\CofA,ICP-077@L00755.pdf,2015-04-21 16:49:32.471900,ICP-077
784,F:\APPS\CofA,ICP-077@M01338.pdf,2015-04-21 16:50:07.589500,ICP-077
785,F:\APPS\CofA,ICP-077@P00993.pdf,2015-04-21 16:50:38.540900,ICP-077
786,F:\APPS\CofA,ICP-077@R00551.pdf,2016-12-07 12:37:09.114106,ICP-077
787,F:\APPS\CofA,ICP-077@R01184.pdf,2015-10-07 09:54:01.988076,ICP-077
788,F:\APPS\CofA,ICP-177@CT-1200.pdf,2019-03-12 08:33:50.946871,ICP-177
789,F:\APPS\CofA,ICP-177@H00461A.pdf,2015-05-06 11:34:29.103745,ICP-177
790,F:\APPS\CofA,ICP-177@J00493.pdf,2015-05-06 11:35:06.288546,ICP-177
791,F:\APPS\CofA,ICP-177@L00706.pdf,2015-05-06 11:35:40.856946,ICP-177
792,F:\APPS\CofA,ICP-177@M01222.pdf,2015-05-06 11:36:20.594546,ICP-177
793,F:\APPS\CofA,IAA-226@CL-3671.pdf,2015-03-25 15:39:54.945848,IAA-226
794,F:\APPS\CofA,IAA-226@J00851.pdf,2015-03-25 15:43:07.202817,IAA-226
795,F:\APPS\CofA,IAA-226@J00863.pdf,2015-03-25 15:46:04.075558,IAA-226
796,F:\APPS\CofA,IAA-226@K00824.pdf,2015-03-25 15:46:40.174189,IAA-226
797,F:\APPS\CofA,IAA-226@L00542.pdf,2015-03-25 15:48:08.139163,IAA-226
798,F:\APPS\CofA,IAA-226@N082184.pdf,2017-03-03 13:43:14.215767,IAA-226
799,F:\APPS\CofA,IAA-226@N082967.pdf,2017-11-21 14:57:21.809647,IAA-226
800,F:\APPS\CofA,IAA-226@N083699.pdf,2019-01-14 07:17:56.745126,IAA-226
801,F:\APPS\CofA,IAA-226@P01171.pdf,2015-03-25 15:40:42.758042,IAA-226
802,F:\APPS\CofA,IAA-226@T00029.pdf,2015-03-25 15:41:50.139856,IAA-226
803,F:\APPS\CofA,IAA-026@H00380A.pdf,2015-03-24 10:05:54.596725,IAA-026
804,F:\APPS\CofA,IAA-026@J00517.pdf,2015-03-24 10:07:28.324167,IAA-026
805,F:\APPS\CofA,IAA-026@N081668.pdf,2016-02-03 13:54:01.105159,IAA-026
806,F:\APPS\CofA,IAA-026@N081908.pdf,2016-06-14 10:56:59.457836,IAA-026
807,F:\APPS\CofA,IAA-026@N082609.pdf,2017-06-08 15:09:12.397191,IAA-026
808,F:\APPS\CofA,IAA-026@N083604.pdf,2018-11-08 08:31:54.905140,IAA-026
809,F:\APPS\CofA,IAA-026@R00990.pdf,2015-03-24 10:06:23.420856,IAA-026
810,F:\APPS\CofA,ICP-026 T00029.pdf,2015-04-09 14:37:54.245284,ICP-026
811,F:\APPS\CofA,ICP-026@CP-2946.pdf,2016-10-20 14:26:12.311411,ICP-026
812,F:\APPS\CofA,ICP-026@CR-4789.pdf,2017-10-24 14:59:41.684475,ICP-026
813,F:\APPS\CofA,ICP-026@CS-6257.pdf,2018-12-28 13:32:04.186726,ICP-026
814,F:\APPS\CofA,ICP-026@J00558.pdf,2015-04-09 14:39:46.590534,ICP-026
815,F:\APPS\CofA,ICP-026@J00863.pdf,2015-04-09 14:40:26.854392,ICP-026
816,F:\APPS\CofA,ICP-026@K00430.pdf,2015-04-09 14:44:43.975240,ICP-026
817,F:\APPS\CofA,ICP-026@K01063.pdf,2015-04-09 14:45:29.137530,ICP-026
818,F:\APPS\CofA,ICP-026@L00934.pdf,2015-04-09 14:46:29.291516,ICP-026
819,F:\APPS\CofA,ICP-026@L01446.pdf,2015-04-09 14:38:25.854457,ICP-026
820,F:\APPS\CofA,ICP-026@P01171.pdf,2015-04-09 14:47:56.589675,ICP-026
821,F:\APPS\CofA,ICP-026@T00694.pdf,2015-03-17 10:26:54.124086,ICP-026
822,F:\APPS\CofA,ICP-126@0006465163.pdf,2019-05-13 11:51:01.734497,ICP-126
823,F:\APPS\CofA,ICP-126@CL-5275.pdf,2015-04-09 14:38:12.167045,ICP-126
824,F:\APPS\CofA,ICP-126@CM-0567.pdf,2015-06-01 12:18:57.272941,ICP-126
825,F:\APPS\CofA,ICP-126@CM-3098.pdf,2015-06-08 12:41:59.084738,ICP-126
826,F:\APPS\CofA,ICP-126@CP-0049.pdf,2016-01-12 11:21:17.637701,ICP-126
827,F:\APPS\CofA,ICP-126@CP-4497.pdf,2016-09-02 08:30:25.119850,ICP-126
828,F:\APPS\CofA,ICP-126@CR-3137.pdf,2017-07-11 08:46:53.278755,ICP-126
829,F:\APPS\CofA,ICP-126@CS-1067.pdf,2018-03-12 14:08:54.393116,ICP-126
830,F:\APPS\CofA,ICP-126@CS-5555.pdf,2018-11-14 09:37:54.199491,ICP-126
831,F:\APPS\CofA,ICP-126@CT-0407.pdf,2019-02-05 16:21:08.752388,ICP-126
832,F:\APPS\CofA,ICP-126@CT-0653.pdf,2019-02-15 12:57:51.535832,ICP-126
833,F:\APPS\CofA,ICP-126@J00220.pdf,2015-04-23 14:25:41.040707,ICP-126
834,F:\APPS\CofA,ICP-126@K00342.pdf,2015-04-23 14:26:28.638307,ICP-126
835,F:\APPS\CofA,ICP-126@L00452.pdf,2015-04-23 14:27:21.883107,ICP-126
836,F:\APPS\CofA,ICP-126@M00133.pdf,2015-04-23 14:27:53.474107,ICP-126
837,F:\APPS\CofA,ICP-126@R00990.pdf,2015-04-23 14:24:27.500526,ICP-126
838,F:\APPS\CofA,ICP-326@0006516513.pdf,2020-02-20 09:42:52.912858,ICP-326
839,F:\APPS\CofA,ICP-326@AU-00020.pdf,2015-03-30 07:45:58.898000,ICP-326
