QCDate,ProductID,ProductNo,ProductName,LineID,Description,Specials,OriginationDate,EntryDate,Status,MatrixNumber,Components,Availability,EquivalentSoln,EquivalentNeat,Packaging,Storage,ExpirationDate,ShipType,UN#,ShipClass,PackGrp,ShipSpecial,Hazard1,Hazard2,Hazard3,Prop65,MSDS,Analysis,CofAHeader,Agilent#,Tedia#,ProdNotes,MatrixNotes,RecipeId,RushPriority,IsVoided,SagePartNumber,ProductLevel,DateInserted,CofATemplate,UniqueRequestID,Test_Timestamp,PfIDNo,PfBatchID,OrdID,QuoteNo,PfSentTo,PrepDate,PrepVolume,PrepUnit,PrepVessel,PrepVBarcode,PrdSaleUnit,PrepMatrixNo,PrepMatrixLot,PrepInits,PrepMemo,PrepNotebookRef,BulkQCStatus,BulkQCDate,BulkPassFail,BulkQCInits,BulkQCMemo,BulkLotNo,AmpRetains,AmpDate,AmpPreLabel,AmpNumberGood,AmpNumberBad,AmpBulkRemain,AmpTimeIn,AmpTimeOut,AmpInits,QCStatus,QCPassFail,QCAuthInits,QCMemo,QCMethod,LotNo,QCExpMonth,QCExpDate,QCSellBy,QCFullValidation,QCValidation,FgInvCount,FgAccpacNote,CofAHeaderNo,QCChromatogram,Correct,DoNotCorrect,DensityUnit,DensityTemp,recipeid
2020-01-22,,CUS-1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3015,NB970033,,Prodflow I,done,1997-01-09 00:00:00,100.0,mL,1.0,,ampule,JHP-001,35201,ALF,gravimetric,,,,,,,,,1997-01-10 00:00:00,False,73.0,0.0,,1899-12-30 01:15:00,1899-12-30 01:25:00,ZMA,,PASS,JER,ALF S24-159,,L-0063,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3016,NB970034,,Prodflow I,done,1997-01-09 00:00:00,100.0,mL,1.0,,ampule,JHP-001,35201,ALF,gravimetric,,,,,,,,,1997-01-10 00:00:00,False,74.0,0.0,,1899-12-30 12:05:00,1899-12-30 12:25:00,ZMA,,PASS,JER,ALF S24-161,,L-0062,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3017,NB970035,,Prodflow I,done,1997-01-09 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,RAA,gravimetric,,,,,,,,,1997-01-10 00:00:00,False,33.0,0.0,,1899-12-30 01:50:00,1899-12-30 02:10:00,ZMA,,PASS,JER,RAA S38-97,,L-0056,,,,False,1.0,,,1.0,,False,True,,,
2020-01-24,,CUS-1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3018,NB970036,,Prodflow I,done,1997-01-09 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,RAA,gravimetric,,,,,,,,,1997-01-10 00:00:00,False,33.0,0.0,,1899-12-30 02:20:00,1899-12-30 02:40:00,ZMA,,PASS,JER,RAA S38-99A,,L-0057,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3019,NB970037,,Prodflow I,done,1997-01-09 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,RAA,gravimetric,,,,,,,,,1997-01-10 00:00:00,False,33.0,0.0,,1899-12-30 03:20:00,1899-12-30 03:45:00,ZMA,,PASS,JER,RAA S38-97,,L-0058,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020,NB970038,,Prodflow I,done,1997-01-09 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,RAA,gravimetric,,,,,,,,,1997-01-10 00:00:00,False,34.0,0.0,,1899-12-30 10:20:00,1899-12-30 10:45:00,ZMA,,PASS,JER,"RAA S38-101A
",,L-0059,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3021,NB970039,,Prodflow I,done,1997-01-09 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,RAA,gravimetric,,,,,,,,,1997-01-10 00:00:00,False,33.0,0.0,,1899-12-30 11:00:00,1899-12-30 11:25:00,ZMA,,PASS,JER,RAA S38-101B,,L-0060,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3022,NB970040,,Prodflow I,done,1997-01-09 00:00:00,250.0,mL,1.0,,ampule,JHP-014,34123,RAA,gravimetric,,,,,,,,,1997-01-10 00:00:00,False,83.0,0.0,,1899-12-30 11:30:00,1899-12-30 11:55:00,ZMA,,PASS,JER,RAA S38-109,,L-0061,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3023,NB970041,,Prodflow I,done,1997-01-10 00:00:00,1000.0,mL,1.0,,ampule,JHP-021,36207,RAA,GRAVIMETRIC,,,,,,,,,1997-01-10 00:00:00,False,159.0,0.0,,1899-12-30 08:45:00,1899-12-30 09:30:00,ZMA,,PASS,JER,"RAA S38-107
Please note that concentration is in pg/ml while actual mass is in grams
Also, unable to fully complete the ""actual mass "" column. Should be ì
0.000000025.",,L-0054,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3059,NB970077,,Prodflow I,done,1997-01-20 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,GRAVIMETRIC,,,,,,,,,1997-01-21 00:00:00,False,74.0,0.0,,1899-12-30 03:05:00,1899-12-30 03:25:00,ZMA,,PASS,JER,RAA S38-159,,L-0096,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3060,NB970078,,Prodflow I,done,1997-01-21 00:00:00,100.0,mL,1.0,,ampule,JHP-018,33123,RAA,ALF S25-27A,ALF-S25-27A,,,,,,,,1997-01-22 00:00:00,False,74.0,0.0,,1899-12-30 01:40:00,1899-12-30 02:00:00,ZMA,,PASS,JER,RAA S38-171,,L-0103,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,LOC-031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3068,NB970086,,Prodflow I,done,1997-01-22 00:00:00,250.0,mL,1.0,,ampule,JHP-021,36207,RAA,ALF S25-49A,ALF-S25-49A,,,,,,,,1997-01-26 00:00:00,False,39.0,0.0,,1899-12-30 09:00:00,1899-12-30 09:15:00,ZMA,,PASS,GMD,RAA S38-139,,L-0132,,,,True,2.0,,,2.0,,False,True,,,
2020-01-16,,CUS-521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3080,NB970098,,Prodflow I,done,1997-01-24 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,gravimetric,,,,,,,,,1997-01-27 00:00:00,False,73.0,0.0,,1899-12-30 11:40:00,1899-12-30 11:55:00,ZMA,,PASS,JER,RAA S38-187B,,L-0116,,,,False,1.0,,,1.0,,False,True,,,
2020-01-17,,CUS-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081,NB970099,,Prodflow I,done,1997-01-24 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S38-191,RAA-S38-191,,,,,,,,1997-01-27 00:00:00,False,74.0,0.0,,1899-12-30 12:00:00,1899-12-30 12:20:00,ZMA,,PASS,JER,RAA S38-189,,L-0115,,,,False,1.0,,,1.0,,False,True,,,
2020-01-16,,CUS-2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4326,NB971349,,Prodflow I,done,1997-10-22 00:00:00,100.0,mL,1.0,,ampule,JHP-021,37108,RAA,RAA S47-179,RAA-S47-179,,,,,,,,1997-10-22 00:00:00,False,69.0,1.0,,1899-12-30 04:25:00,1899-12-30 04:40:00,ZMA,,PASS,GMD,GRAVIMETRIC,,L-1334,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-2422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4329,NB971352,,Prodflow I,done,1997-10-22 00:00:00,100.0,mL,1.0,,ampule,JHP-040,R7JM33396,RAA,RAA S47-183B,RAA-S47-183B,,,,,,,,1997-10-23 00:00:00,False,71.0,0.0,,1899-12-30 12:00:00,1899-12-30 12:15:00,ZMA,,PASS,GMD,GRAVIMETRIC,,L-1335,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4330,NB971353,,Prodflow I,done,1997-10-23 00:00:00,100.0,mL,1.0,,ampule,JHP-031,35333,RAA,"RAA MANUFACTURED
ALF S25-109A",,,,,,,,,1997-10-27 00:00:00,False,63.0,0.0,,1899-12-30 11:25:00,1899-12-30 11:40:00,ZMA,,PASS,GMD,GRAVIMETRIC,,L-1358,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,ISM-335Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4342,NB971365,,Prodflow I,done,1997-10-23 00:00:00,250.0,mL,1.0,,ampule,JHP-031,35333,LDS,"LDS-S33-65
Sonic Bath.",LDS-S33-65,,,,,,,,,False,,,,,,,,PASS,GMD,,,L-1338,,,,True,2.0,,,2.0,,False,True,,,
2020-01-24,,CUS-2446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4348,NB971371,,Prodflow I,done,1997-10-23 00:00:00,100.0,mL,1.0,,ampule,JHP-021,37108,RAA,RAA S47-185B,RAA-S47-185B,,,,,,,,1997-10-27 00:00:00,False,69.0,1.0,,1899-12-30 01:20:00,1899-12-30 01:35:00,ZMA,,PASS,GMD,GRAVIMETRIC,,L-1361,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3083,NB970101,,Prodflow I,done,1997-01-24 00:00:00,200.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S39-03,RAA-S39-03,,,,,,,,1997-01-27 00:00:00,False,131.0,3.0,,1899-12-30 02:00:00,1899-12-30 02:20:00,ZMA,,PASS,GMD,,,L-0129,,,,True,2.0,,,2.0,,False,True,,,
2020-01-22,,CUS-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3086,NB970104,,Prodflow I,done,1997-01-27 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,GRAVIMETRIC,,,,,,,,,1997-01-28 00:00:00,False,71.0,0.0,,1899-12-30 03:05:00,1899-12-30 03:20:00,ZMA,,PASS,JER,RAA S39-7B,,L-0134,,,,False,1.0,,,1.0,,False,True,,,
2020-01-23,,CUS-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3087,NB970105,,Prodflow I,done,1997-01-27 00:00:00,100.0,mL,1.0,,ampule,JHP-056,36207/RGHM-20093,RAA,GRAVIMETRIC,,,,,,,,,1997-01-29 00:00:00,False,70.0,3.0,,1899-12-30 11:55:00,1899-12-30 12:15:00,ZMA,,PASS,JER,RAA S39-13,,L-0136,,,,False,1.0,,,1.0,,False,True,,,
2020-01-28,,CUS-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3088,NB970106,,Prodflow I,done,1997-01-27 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,ORIGINAL LOT# L0131,,,,,,,,,1997-01-29 00:00:00,False,74.0,0.0,,1899-12-30 01:10:00,1899-12-30 01:30:00,ZMA,,PASS,JER,RAA S39-11,,L-0135,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3095,NB970113,,Prodflow I,done,1997-01-28 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,datapak required,,,,,,,,,1997-01-29 00:00:00,False,70.0,4.0,,1899-12-30 11:20:00,1899-12-30 11:45:00,ZMA,,PASS,JER,RAA S39-9,,L-0145,,,,True,2.0,,,2.0,,False,True,,,
2020-01-27,,TCLP-512Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3099,NB970117,,Prodflow I,done,1997-01-29 00:00:00,250.0,mL,1.0,,ampule,JHP-031,35333,ALF,ORIGINAL LOT# L0225,,,,,,,,,1997-01-30 00:00:00,False,37.0,1.0,,1899-12-30 03:40:00,1899-12-30 03:55:00,ZMA,,PASS,CMM,,,L-0146,,,,True,2.0,,,2.0,,False,True,,,
2020-01-24,,CUS-2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3107,NB970125,,Prodflow I,done,1997-01-30 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,ALF,gravimetric,,,,,,,,,1997-02-04 00:00:00,False,72.0,0.0,,1899-12-30 11:50:00,1899-12-30 12:10:00,ZMA,,PASS,JER,"ALF S25-75B
STOCK ALF S25-75A",,L-0157,,,,False,1.0,,,1.0,,False,True,,,
2020-01-21,,CUS-2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3143,NB970161,,Prodflow I,done,1997-02-12 00:00:00,200.0,mL,1.0,,ampule,JHP-021,36207,RAA,LDS-S31-53A,LDS-S31-53A,,,,,,,,1997-02-13 00:00:00,False,137.0,0.0,,1899-12-30 01:35:00,1899-12-30 01:55:00,ZMA,,PASS,JER,RAA S39-147,,L-0195,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3145,NB970163,,Prodflow I,done,1997-02-12 00:00:00,100.0,mL,1.0,,ampule,JHP-029,32121,RAA,DATAPK REQUIRED,,,,,,,,,1997-02-17 00:00:00,False,71.0,1.0,,1899-12-30 09:55:00,1899-12-30 10:30:00,ZMA,,PASS,JER,RAA S39-151B,,L-0204,,,,False,1.0,,,1.0,,False,True,,,
2020-01-17,,CUS-2015-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3146,NB970164,,Prodflow I,done,1997-02-13 00:00:00,1000.0,mL,1.0,,ampule,JHP-021,36207,LDS,DATAPAK REQUIRED,,,,,,,,,,False,,,,,,,,PASS,GMD,"LDS-S31-65
Sonic Bath.",,L-0188,,,,True,2.0,,,2.0,,False,True,,,
2020-01-21,,CUS-2015-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3147,NB970165,,Prodflow I,done,1997-02-13 00:00:00,1000.0,mL,1.0,,ampule,JHP-021,36207,LDS,DATAPAK REQUIRED,,,,,,,,,,False,,,,,,,,PASS,GMD,"LDS-S31-67
Sonic Bath.",,L-0189,,,,True,2.0,,,2.0,,False,True,,,
2020-01-21,,CUS-2015-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3148,NB970166,,Prodflow I,done,1997-02-13 00:00:00,1000.0,mL,1.0,,ampule,JHP-021,36207,LDS,DATAPAK REQUIRED,,,,,,,,,,False,,,,,,,,PASS,GMD,"LDS-S31-69
Sonic Bath.",,L-0190,,,,True,2.0,,,2.0,,False,True,,,
2020-01-27,,CUS-2015-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3149,NB970167,,Prodflow I,done,1997-02-13 00:00:00,2000.0,mL,1.0,,ampule,JHP-021,36207,LDS,DATAPAK REQUIRED,,,,,,,,,,False,,,,,,,,PASS,GMD,"LDS-S31-71
Sonic Bath.",,L-0191,,,,True,2.0,,,2.0,,False,True,,,
2020-01-22,,CUS-2015-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150,NB970168,,Prodflow I,done,1997-02-13 00:00:00,1000.0,mL,1.0,,ampule,JHP-021,36207,LDS,DATAPAK REQUIRED,,,,,,,,,,False,,,,,,,,PASS,GMD,"LDS-S31-73
Sonic Bath.",,L-0192,,,,True,2.0,,,2.0,,False,True,,,
2020-01-27,,CUS-2016-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3151,NB970169,,Prodflow I,done,1997-02-13 00:00:00,1000.0,mL,1.0,,ampule,JHP-001,35201,LDS,DATAPAK REQUIRED,,,,,,,,,,False,,,,,,,,PASS,GMD,"LDS-S31-75A
Sonic Bath.",,L-0184,,,,True,2.0,,,2.0,,False,True,,,
2020-01-23,,CUS-2016-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3152,NB970170,,Prodflow I,done,1997-02-13 00:00:00,1000.0,mL,1.0,,ampule,JHP-001,35201,LDS,DATAPK REQUIRED,,,,,,,,,,False,,,,,,,,PASS,GMD,"LDS-S31-75B
Sonic Bath.",,L-0185,,,,True,2.0,,,2.0,,False,True,,,
2020-01-23,,CUS-2016-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3153,NB970171,,Prodflow I,done,1997-02-13 00:00:00,1000.0,mL,1.0,,ampule,JHP-001,35201,LDS,DATAPAK REQUIRED,,,,,,,,,,False,,,,,,,,PASS,GMD,"LDS-S31-77A
Sonic Bath.",,L-0186,,,,True,2.0,,,2.0,,False,True,,,
2020-01-23,,CUS-2016-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3154,NB970172,,Prodflow I,done,1997-02-13 00:00:00,2000.0,mL,1.0,,ampule,JHP-001,35201,LDS,GRAVIMETRIC,,,,,,,,,,False,,,,,,,,PASS,GMD,"LDS-S31-77B
Sonic Bath.",,L-0187,,,,True,2.0,,,2.0,,False,True,,,
2020-01-28,,CUS-2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3156,NB970174,,Prodflow I,done,1997-02-13 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,DATAPAK REQUIRED,,,,,,,,,1997-02-17 00:00:00,False,71.0,0.0,,1899-12-30 01:30:00,1899-12-30 01:50:00,ZMA,,PASS,JER,RAA S39-167,,L-0205,,,,False,1.0,,,1.0,,False,True,,,
2020-01-24,,CUS-2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158,NB970176,,Prodflow I,done,1997-02-14 00:00:00,100.0,mL,1.0,,ampule,JHP-031,35333,RAA,GRAVIMETRIC,,,,,,,,,1997-02-17 00:00:00,False,69.0,2.0,,1899-12-30 10:50:00,1899-12-30 11:10:00,ZMA,,PASS,JER,RAA S39-161,,L-0203,,,,False,1.0,,,1.0,,False,True,,,
2020-01-23,,CUS-2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160,NB970178,,Prodflow I,done,1997-02-17 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,gravimetric,,,,,,,,,1997-02-21 00:00:00,False,73.0,0.0,,1899-12-30 12:00:00,1899-12-30 12:15:00,ZMA,,PASS,JER,RAA S39-163,,L-0221,,,,False,1.0,,,1.0,,False,True,,,
2020-01-23,,CUS-2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3165,NB970183,,Prodflow I,done,1997-02-18 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,RAA,gravimetric,,,,,,,,,1997-02-19 00:00:00,False,73.0,0.0,,1899-12-30 12:10:00,1899-12-30 12:25:00,ZMA,,PASS,JER,RAA S39-179,,L-0215,,,,False,1.0,,,1.0,,False,True,,,
2020-01-23,,CUS-2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3166,NB970184,,Prodflow I,done,1997-02-19 00:00:00,200.0,mL,1.0,,ampule,JHP-001,35201,RAA,ORIGINAL LOT# L0232,,,,,,,,,1997-02-20 00:00:00,False,129.0,11.0,,1899-12-30 04:20:00,1899-12-30 04:35:00,ZMA,,PASS,JER,RAA S39-185,,L-0216,,,,False,1.0,,,1.0,,False,True,,,
2020-01-24,,CUS-2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3178,NB970196,,Prodflow I,done,1997-02-20 00:00:00,100.0,mL,1.0,,ampule,JHP-001,35201,RAA,ORIGINAL LOT# L0231,,,,,,,,,1997-02-21 00:00:00,False,72.0,0.0,,1899-12-30 09:20:00,1899-12-30 09:40:00,ZMA,,PASS,JER,RAA S39-191,,L-0218,,,,False,1.0,,,1.0,,False,True,,,
2020-01-24,,CUS-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3181,NB970199,,Prodflow I,done,1997-02-21 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,LDS,"LDS-S31-133B
Sonic Bath.",LDS-S31-133B,,,,,,,,1997-02-20 00:00:00,False,71.0,0.0,,1899-12-30 04:00:00,1899-12-30 04:15:00,ZMA,,PASS,JER,"LDS-S31-121
Made from dilutions
",,L-0219,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184,NB970202,,Prodflow I,done,1997-02-21 00:00:00,200.0,mL,1.0,,ampule,JHP-088,2/11/1997,RAA,RAA-S40-01,RAA-S40-01,,,,,,,,1997-02-25 00:00:00,False,62.0,1.0,,1899-12-30 08:55:00,1899-12-30 09:25:00,ZMA,,PASS,JER,"RAA S39-31
This is a 2% w/w solution (except where noted)
All actual masses are in grams",,L-0223,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3186,NB970204,,Prodflow I,done,1997-02-24 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,GRAVIMETRIC,,,,,,,,,1997-02-25 00:00:00,False,70.0,2.0,,1899-12-30 09:35:00,1899-12-30 09:55:00,ZMA,,PASS,JER,RAA S40-07,,L-0222,,,,False,1.0,,,1.0,,False,True,,,
2020-01-24,,CUS-2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3187,NB970205,,Prodflow I,done,1997-02-24 00:00:00,100.0,mL,1.0,,ampule,JHP-012,9602152,RAA,gravimetric,,,,,,,,,1997-02-26 00:00:00,False,68.0,2.0,,1899-12-30 12:00:00,1899-12-30 12:10:00,ZMA,,PASS,JER,RAA S40-09 B,,L-0236,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3188,NB970206,,Prodflow I,done,1997-02-24 00:00:00,100.0,mL,1.0,,ampule,JHP-012,9602152,RAA,datapak required,,,,,,,,,1997-02-26 00:00:00,False,67.0,4.0,,1899-12-30 01:20:00,1899-12-30 01:40:00,ZMA,,PASS,JER,"RAA S40-11B
",,L-0235,,,,False,1.0,,,1.0,,False,True,,,
2020-01-22,,CUS-2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3229,NB970247,,Prodflow I,done,1997-03-07 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,GRAVIMETRIC,,,,,,,,,1997-03-07 00:00:00,False,73.0,0.0,,1899-12-30 04:10:00,1899-12-30 04:25:00,ZMA,,PASS,JER,"RAA S40-111A
",,L-0275,,,,False,1.0,,,1.0,,False,True,,,
2020-01-23,,CUS-2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230,NB970248,,Prodflow I,done,1997-03-07 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,GRAVIMETRIC,,,,,,,,,1997-03-07 00:00:00,False,74.0,0.0,,1899-12-30 03:40:00,1899-12-30 04:00:00,ZMA,,PASS,JER,RAA S40-111B,,L-0276,,,,False,1.0,,,1.0,,False,True,,,
2020-01-30,,CUS-2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3231,NB970249,,Prodflow I,done,1997-03-07 00:00:00,100.0,mL,1.0,,ampule,JHP-031,35333,RAA,GRAVIMETRIC,,,,,,,,,1997-03-12 00:00:00,False,70.0,2.0,,1899-12-30 11:00:00,1899-12-30 11:20:00,ZMA,,PASS,JER,RAA S40-113,,L-0292,,,,False,1.0,,,1.0,,False,True,,,
2020-01-28,,CUS-2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3234,NB970252,,Prodflow I,done,1997-03-10 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,FAILED JER EXPERIMENT FAILED,,,,,,,,,1997-03-11 00:00:00,False,73.0,1.0,,1899-12-30 08:50:00,1899-12-30 09:10:00,ZMA,,PASS,JER,RAA S40-105,,L-0274,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3246,NB970264,,Prodflow I,done,1997-03-12 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,gravimetric,,,,,,,,,1997-03-14 00:00:00,False,71.0,1.0,,1899-12-30 11:15:00,1899-12-30 11:30:00,ZMA,,PASS,JER,RAA S40-151,,L-0297,,,,False,1.0,,,1.0,,False,True,,,
2020-02-13,,CUS-2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247,NB970265,,Prodflow I,done,1997-03-13 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,"gravimetric
",,,,,,,,,1997-03-14 00:00:00,False,73.0,0.0,,1899-12-30 08:55:00,1899-12-30 09:15:00,ZMA,,PASS,JER,RAA S40-145,,L-0298,,,,False,1.0,,,1.0,,False,True,,,
2020-01-24,,CUS-2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3248,NB970266,,Prodflow I,done,1997-03-13 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,gravimetric,,,,,,,,,1997-03-17 00:00:00,False,74.0,0.0,,1899-12-30 08:55:00,1899-12-30 09:15:00,ZMA,,PASS,WJL,"RAA S40-147
",,L-0307,,,,False,1.0,,,1.0,,False,True,,,
2020-01-28,,CUS-2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3249,NB970267,,Prodflow I,done,1997-03-13 00:00:00,100.0,mL,1.0,,ampule,JHP-026,36207/35333,RAA,gravimetric,,,,,,,,,1997-03-17 00:00:00,False,72.0,0.0,,1899-12-30 02:10:00,1899-12-30 02:30:00,ZMA,,PASS,WJL,RAA S40-137,,L-0311,,,,False,1.0,,,1.0,,False,True,,,
2020-02-13,,CUS-2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250,NB970268,,Prodflow I,done,1997-03-13 00:00:00,100.0,mL,1.0,,ampule,JHP-031,35333,RAA,gravimetric,,,,,,,,,1997-03-14 00:00:00,False,70.0,1.0,,1899-12-30 03:10:00,1899-12-30 03:35:00,ZMA,,PASS,WJL,RAA S40-139,,L-0306,,,,False,1.0,,,1.0,,False,True,,,
